URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://mdh-pa.googleapis.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42393,mdh-pa.googleapis.com/172.217.17.74,443,,29 mei 2019 23:26:05,,,29 mei 2019 23:30:05,240293,24,22,63,,,,0.11816406,,,863,0,,22307,0,5571,,
https://play.googleapis.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42395,play.googleapis.com/172.217.168.234,443,,29 mei 2019 23:26:06,,,29 mei 2019 23:30:06,240739,2,19,74,,,,0.14453125,,,847,0,,18085,0,,,
https://play.googleapis.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42397,play.googleapis.com/172.217.17.74,443,,29 mei 2019 23:26:06,,,29 mei 2019 23:30:07,240346,1,16,63,,,,0.16699219,,,975,0,,18081,0,,,
https://app-measurement.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42401,app-measurement.com/172.217.20.110,443,,30 mei 2019 00:20:50,,,30 mei 2019 00:24:50,240300,51,32,78,,,,0.080078125,,,923,0,756,17886,0,314,,
https://play.googleapis.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42403,play.googleapis.com/172.217.168.234,443,,30 mei 2019 00:24:50,,,30 mei 2019 00:28:51,240293,25,21,72,,,,0.09472656,,,975,0,3586,18089,0,690,,
https://play.googleapis.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42405,play.googleapis.com/172.217.17.42,443,,30 mei 2019 00:24:51,,,30 mei 2019 00:28:51,240270,2,27,67,,,,0.0859375,,,975,0,1490,18089,0,606,,
https://open.oneplus.net,COMPLETE,200,https,CONNECT,,/192.168.0.214,42407,open.oneplus.net/54.209.188.93,443,,30 mei 2019 01:18:48,,,30 mei 2019 01:19:54,66316,48,248,256,,,,0.31054688,,,1018,0,352,19383,0,368,,
https://play.googleapis.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42409,play.googleapis.com/216.58.211.106,443,,30 mei 2019 01:24:52,,,30 mei 2019 01:28:52,240309,34,26,69,,,,0.08886719,,,975,0,2355,18089,0,476,,
https://play.googleapis.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42411,play.googleapis.com/172.217.19.202,443,,30 mei 2019 01:24:52,,,30 mei 2019 01:28:52,240350,1,22,83,,,,0.0859375,,,975,0,1308,18081,0,867,,
https://play.googleapis.com,COMPLETE,200,https,CONNECT,,/192.168.0.214,42413,play.googleapis.com/216.58.211.106,443,,30 mei 2019 02:24:53,,,30 mei 2019 02:28:54,240451,32,27,76,,,,0.09082031,,,975,0,2249,18081,0,1194,,
